candidate_row	gene_symbol	nuclease_pam_class	rank	target_interval	run_accession	study	condition	replicate_type	biological_replicate	technical_replicate	guide_fully_in_replicate_peak	guide_any_replicate_peak_overlap	overlap_bp	replicate_peak_id	replicate_peak_signal	distance_to_summit
330	Il10	SpCas9_NGG	5	chr1:130947251-130947274	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
330	Il10	SpCas9_NGG	5	chr1:130947251-130947274	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
330	Il10	SpCas9_NGG	5	chr1:130947251-130947274	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
330	Il10	SpCas9_NGG	5	chr1:130947251-130947274	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	23	peak_1905	392.583740	-463
330	Il10	SpCas9_NGG	5	chr1:130947251-130947274	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	23	peak_2043	399.291321	787
330	Il10	SpCas9_NGG	5	chr1:130947251-130947274	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	23	peak_2135	315.822388	-127
330	Il10	SpCas9_NGG	5	chr1:130947251-130947274	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	29	peak_1905	392.583740	-428
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	29	peak_2043	399.291321	822
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	29	peak_2135	315.822388	-92
331	Il10	CjCas9_NNNVRYM	1	chr1:130947283-130947312	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	29	peak_1905	392.583740	-438
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	29	peak_2043	399.291321	812
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	29	peak_2135	315.822388	-102
332	Il10	CjCas9_NNNVRYM	2	chr1:130947273-130947302	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	29	peak_1905	392.583740	-444
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	29	peak_2043	399.291321	806
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	29	peak_2135	315.822388	-108
333	Il10	CjCas9_NNNVRYM	3	chr1:130947267-130947296	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	29	peak_1905	392.583740	-473
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	29	peak_2043	399.291321	777
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	29	peak_2135	315.822388	-137
334	Il10	CjCas9_NNNVRYM	4	chr1:130947238-130947267	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	29	peak_1905	392.583740	-477
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	29	peak_2043	399.291321	773
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	29	peak_2135	315.822388	-141
335	Il10	CjCas9_NNNVRYM	5	chr1:130947234-130947263	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	30	peak_1905	392.583740	-438
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	30	peak_2043	399.291321	812
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	30	peak_2135	315.822388	-102
336	Il10	Nme2Cas9_NNNNCC	1	chr1:130947272-130947302	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	30	peak_1905	392.583740	-453
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	30	peak_2043	399.291321	797
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	30	peak_2135	315.822388	-117
337	Il10	Nme2Cas9_NNNNCC	2	chr1:130947257-130947287	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	30	peak_1905	392.583740	-463
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	30	peak_2043	399.291321	787
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	30	peak_2135	315.822388	-127
338	Il10	Nme2Cas9_NNNNCC	3	chr1:130947247-130947277	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	30	peak_1905	392.583740	-466
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	30	peak_2043	399.291321	784
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	30	peak_2135	315.822388	-130
339	Il10	Nme2Cas9_NNNNCC	4	chr1:130947244-130947274	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR5617659	Gosselin_2017	homeostatic	biological	1		False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR22516047	ZhangL_2024	sham_WT	biological	3		False	False	0			NA
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	30	peak_1905	392.583740	-467
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	30	peak_2043	399.291321	783
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	30	peak_2135	315.822388	-131
340	Il10	Nme2Cas9_NNNNCC	5	chr1:130947243-130947273	SRR22516044	ZhangL_2024	stroke_WT	biological	1		False	False	0			NA
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR5617659	Gosselin_2017	homeostatic	biological	1		True	True	24	peak_44891	1485.386230	-88
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR5617660	Gosselin_2017	homeostatic	biological	2		True	True	24	peak_57779	2236.179932	-421
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	True	True	24	peak_34358	3748.027344	-114
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	True	True	24	peak_34219	3719.850586	-132
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	True	True	24	peak_33868	4106.716309	-211
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	True	True	24	peak_33832	3872.319824	-50
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	True	True	24	peak_34017	5683.160156	-2489
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	True	True	24	peak_33834	6128.232910	-2628
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR22516047	ZhangL_2024	sham_WT	biological	3		True	True	24	peak_44331	13264.810547	-2485
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	24	peak_46796	11484.271484	-2487
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	24	peak_50649	10784.608398	-2486
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	24	peak_53585	9994.717773	-2491
341	Tgfb1	Un1Cas12f1_TTTR	1	chr7:25386186-25386210	SRR22516044	ZhangL_2024	stroke_WT	biological	1		True	True	24	peak_53194	10487.018555	-2658
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR5617659	Gosselin_2017	homeostatic	biological	1		True	True	24	peak_44891	1485.386230	-71
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR5617660	Gosselin_2017	homeostatic	biological	2		True	True	24	peak_57779	2236.179932	-404
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	True	True	24	peak_34358	3748.027344	-97
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	True	True	24	peak_34219	3719.850586	-115
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	True	True	24	peak_33868	4106.716309	-194
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	True	True	24	peak_33832	3872.319824	-33
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	True	True	24	peak_34017	5683.160156	-2472
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	True	True	24	peak_33834	6128.232910	-2611
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR22516047	ZhangL_2024	sham_WT	biological	3		True	True	24	peak_44331	13264.810547	-2468
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR22516048	ZhangL_2024	sham_WT	biological	2		True	True	24	peak_46796	11484.271484	-2470
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR22516042	ZhangL_2024	stroke_WT	biological	3		True	True	24	peak_50649	10784.608398	-2469
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR22516043	ZhangL_2024	stroke_WT	biological	2		True	True	24	peak_53585	9994.717773	-2474
342	Tgfb1	Un1Cas12f1_TTTR	2	chr7:25386203-25386227	SRR22516044	ZhangL_2024	stroke_WT	biological	1		True	True	24	peak_53194	10487.018555	-2641
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR5617659	Gosselin_2017	homeostatic	biological	1		True	True	24	peak_44891	1485.386230	-125
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR5617660	Gosselin_2017	homeostatic	biological	2		False	True	18	peak_57779	2236.179932	-458
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR14667444	ZhangX_Kracht_2022	PP_control	technical	1	1	True	True	24	peak_34358	3748.027344	-151
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR14667445	ZhangX_Kracht_2022	PP_control	technical	1	2	True	True	24	peak_34219	3719.850586	-169
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR14667448	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	1	True	True	24	peak_33868	4106.716309	-248
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR14667449	ZhangX_Kracht_2022	PL_acute_LPS	technical	1	2	True	True	24	peak_33832	3872.319824	-87
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR14667450	ZhangX_Kracht_2022	LL_tolerized	technical	1	1	True	True	24	peak_34017	5683.160156	-2526
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR14667451	ZhangX_Kracht_2022	LL_tolerized	technical	1	2	True	True	24	peak_33834	6128.232910	-2665
343	Tgfb1	Un1Cas12f1_TTTR	3	chr7:25386149-25386173	SRR22516047	ZhangL_2024	sham_WT	biological	3		True	True	24	peak_44331	13264.810547	-2522
