id	source_chrom	source_start	source_end	label	mapped_chrom	mapped_start	mapped_end	status
BL000910	chr14	112332800	112340000	Low Mappability	chr14	112570232	112577432	mapped
BL000911	chr14	112517900	112519900	High Signal Region	chr14	112755332	112757332	mapped
BL000912	chr14	112627800	112663100	Low Mappability	chr14	112865232	112900532	mapped
BL000913	chr14	114505900	114512900	High Signal Region	chr14	114743332	114750332	mapped
BL000914	chr14	114822000	114823900	Low Mappability	chr14	115059432	115061332	mapped
BL000915	chr14	115109700	115117400	High Signal Region	chr14	115347112	115354812	mapped
BL000916	chr14	115272500	115280200	High Signal Region	chr14	115509912	115517612	mapped
BL000917	chr14	115379200	115385600	High Signal Region	chr14	115616612	115623012	mapped
BL000918	chr14	115911100	115912900	High Signal Region	chr14	116148512	116150312	mapped
BL000919	chr14	115958100	115965000	High Signal Region	chr14	116195512	116202412	mapped
BL000920	chr14	116402700	116407700	High Signal Region	chr14	116640112	116645112	mapped
BL000921	chr14	116817000	116822900	High Signal Region	chr14	117054412	117060312	mapped
BL000922	chr14	117285800	117292800	High Signal Region	chr14	117523212	117530212	mapped
BL000923	chr14	118144700	118168500	Low Mappability	chr14	118382112	118405912	mapped
BL000924	chr14	119286000	119287900	High Signal Region	chr14	119523412	119525312	mapped
BL000925	chr14	120180000	120202600	High Signal Region	chr14	120417412	120440012	mapped
BL000926	chr14	120742600	120749700	High Signal Region	chr14	120980012	120987112	mapped
BL000927	chr14	120777500	120802300	High Signal Region	chr14	121014912	121039712	mapped
BL000928	chr14	121007000	121010900	Low Mappability	chr14	121244412	121248312	mapped
BL000929	chr14	122502500	122534800	High Signal Region	chr14	122739912	122772212	mapped
BL000930	chr14	123349400	123351300	Low Mappability	chr14	123586812	123588712	mapped
BL000931	chr14	123412000	123452600	High Signal Region	chr14	123649412	123690012	mapped
BL000932	chr14	123674600	123695600	High Signal Region	chr14	123912012	123933012	mapped
BL000933	chr14	124334000	124340200	High Signal Region	chr14	124571412	124577612	mapped
BL000934	chr14	124415600	124436400	High Signal Region	chr14	124653012	124673812	mapped
BL000935	chr14	124491600	124497700	High Signal Region	chr14	124729012	124735112	mapped
BL000936	chr14	124739500	124902200	High Signal Region				unmapped
BL000937	chr15	0	3125600	High Signal Region				unmapped
BL000938	chr15	3150900	3170400	High Signal Region	chr15	3180382	3199882	mapped
BL000939	chr15	3313900	3336200	High Signal Region	chr15	3343382	3365682	mapped
BL000940	chr15	3360500	3363700	High Signal Region	chr15	3389982	3393182	mapped
BL000941	chr15	3538600	3551000	High Signal Region	chr15	3568082	3580482	mapped
BL000942	chr15	3712200	3732700	High Signal Region	chr15	3741682	3762182	mapped
BL000943	chr15	3793500	3823000	High Signal Region	chr15	3822982	3852482	mapped
BL000944	chr15	4155900	4160900	High Signal Region	chr15	4185382	4190382	mapped
BL000945	chr15	4278500	4284100	High Signal Region	chr15	4307982	4313582	mapped
BL000946	chr15	4852000	4894600	Low Mappability	chr15	4881482	4924082	mapped
BL000947	chr15	4980200	4987600	Low Mappability	chr15	5009682	5017082	mapped
BL000948	chr15	5369000	5385500	High Signal Region	chr15	5398481	5414981	mapped
BL000949	chr15	5681700	5690400	High Signal Region	chr15	5711181	5719881	mapped
BL000950	chr15	5910000	5911700	High Signal Region	chr15	5939481	5941181	mapped
BL000951	chr15	5993500	5995400	High Signal Region	chr15	6022981	6024881	mapped
BL000952	chr15	6074100	6087100	Low Mappability	chr15	6103581	6116581	mapped
BL000953	chr15	6192800	6200000	Low Mappability	chr15	6222281	6229481	mapped
BL000954	chr15	6316000	6317900	High Signal Region	chr15	6345481	6347381	mapped
BL000955	chr15	6510500	6539100	High Signal Region	chr15	6539981	6568581	mapped
BL000956	chr15	6674800	6701400	High Signal Region	chr15	6704281	6730881	mapped
BL000957	chr15	6801200	6808300	High Signal Region	chr15	6830681	6837781	mapped
BL000958	chr15	7539900	7548600	Low Mappability	chr15	7569381	7578081	mapped
BL000959	chr15	7800800	7803000	Low Mappability	chr15	7830281	7832481	mapped
BL000960	chr15	7849400	7855600	High Signal Region	chr15	7878881	7885081	mapped
BL000961	chr15	7904400	7929500	Low Mappability	chr15	7933881	7958981	mapped
BL000962	chr15	8517500	8520400	High Signal Region	chr15	8546984	8549884	mapped
BL000963	chr15	8548000	8576100	Low Mappability	chr15	8577484	8605584	mapped
BL000964	chr15	8800200	8808700	High Signal Region	chr15	8829684	8838184	mapped
BL000965	chr15	8985200	9054800	High Signal Region				unmapped
BL000966	chr15	9219000	9224900	Low Mappability	chr15	9219086	9224986	mapped
BL000967	chr15	9293200	9333300	High Signal Region	chr15	9293286	9333386	mapped
BL000968	chr15	9379300	9409100	High Signal Region	chr15	9379386	9409186	mapped
BL000969	chr15	9437100	9443600	High Signal Region	chr15	9437186	9443686	mapped
BL000970	chr15	9536500	9554100	High Signal Region	chr15	9536586	9554186	mapped
BL000971	chr15	9992700	10045700	High Signal Region	chr15	9992786	10045786	mapped
BL000972	chr15	10579600	10591500	Low Mappability	chr15	10579686	10591586	mapped
BL000973	chr15	10753400	10810200	High Signal Region	chr15	10753486	10810286	mapped
BL000974	chr15	10835200	10854700	Low Mappability	chr15	10835286	10854786	mapped
BL000975	chr15	11921000	11933300	High Signal Region	chr15	11921086	11933386	mapped
BL000976	chr15	12055800	12063200	Low Mappability	chr15	12055886	12063286	mapped
BL000977	chr15	12526800	12531900	Low Mappability	chr15	12526886	12531986	mapped
BL000978	chr15	12872000	12873900	High Signal Region	chr15	12872086	12873986	mapped
BL000979	chr15	12932300	12934200	Low Mappability	chr15	12932386	12934286	mapped
BL000980	chr15	13919500	13948300	High Signal Region	chr15	13919586	13948386	mapped
BL000981	chr15	14414600	14439100	Low Mappability	chr15	14414686	14439186	mapped
BL000982	chr15	14722200	14732900	High Signal Region	chr15	14722286	14732986	mapped
BL000983	chr15	14873900	14902400	High Signal Region	chr15	14873986	14902486	mapped
BL000984	chr15	15043600	15059700	High Signal Region	chr15	15043686	15059786	mapped
BL000985	chr15	15525500	15551900	High Signal Region	chr15	15525586	15551986	mapped
BL000986	chr15	16168200	16186400	High Signal Region	chr15	16168286	16186486	mapped
BL000987	chr15	16303700	16309500	High Signal Region	chr15	16303786	16309586	mapped
BL000988	chr15	16716400	16717500	High Signal Region	chr15	16716486	16717586	mapped
BL000989	chr15	16901300	16907100	High Signal Region	chr15	16901386	16907186	mapped
BL000990	chr15	16939800	16955100	Low Mappability	chr15	16939886	16955186	mapped
BL000991	chr15	17139000	17169100	High Signal Region	chr15	17139086	17169186	mapped
BL000992	chr15	17562100	17581400	High Signal Region	chr15	17562186	17581486	mapped
BL000993	chr15	18314600	18325000	High Signal Region	chr15	18314686	18325086	mapped
BL000994	chr15	19038400	19063800	Low Mappability	chr15	19038486	19063886	mapped
BL000995	chr15	19402600	19405500	High Signal Region	chr15	19402686	19405586	mapped
BL000996	chr15	19448100	19453900	High Signal Region	chr15	19448186	19453986	mapped
BL000997	chr15	19557200	19578000	High Signal Region	chr15	19557286	19578086	mapped
BL000998	chr15	19626800	19631800	High Signal Region	chr15	19626886	19631886	mapped
BL000999	chr15	19678400	19685800	High Signal Region	chr15	19678486	19685886	mapped
BL001000	chr15	20063000	20067500	High Signal Region	chr15	20063086	20067586	mapped
BL001001	chr15	20155100	20170700	Low Mappability	chr15	20155186	20170786	mapped
BL001002	chr15	20474900	20510100	High Signal Region	chr15	20474986	20510186	mapped
BL001003	chr15	20531400	20537100	High Signal Region	chr15	20531486	20537186	mapped
BL001004	chr15	20821500	20826700	High Signal Region	chr15	20821586	20826786	mapped
BL001005	chr15	20972700	20978300	Low Mappability	chr15	20972786	20978386	mapped
BL001006	chr15	21114000	21115900	High Signal Region	chr15	21114086	21115986	mapped
BL001007	chr15	21262100	21268500	Low Mappability	chr15	21262186	21268586	mapped
BL001008	chr15	21423200	21487200	High Signal Region	chr15	21423286	21487286	mapped
BL001009	chr15	21655500	21657500	High Signal Region	chr15	21655586	21657586	mapped
BL001010	chr15	21815500	21820800	High Signal Region	chr15	21815586	21820886	mapped
BL001011	chr15	21853700	21892400	High Signal Region	chr15	21853786	21892486	mapped
BL001012	chr15	22268700	22293500	High Signal Region	chr15	22268786	22293586	mapped
BL001013	chr15	22751400	22756700	Low Mappability	chr15	22751486	22756786	mapped
BL001014	chr15	22799300	22809700	Low Mappability	chr15	22799386	22809786	mapped
BL001015	chr15	23240200	23255600	Low Mappability	chr15	23240286	23255686	mapped
BL001016	chr15	23465300	23467800	High Signal Region	chr15	23465386	23467886	mapped
BL001017	chr15	23886000	23887900	Low Mappability	chr15	23886086	23887986	mapped
BL001018	chr15	23926900	23939700	High Signal Region	chr15	23926986	23939786	mapped
BL001019	chr15	24309300	24325700	Low Mappability	chr15	24309386	24325786	mapped
BL001020	chr15	24761100	24766700	High Signal Region	chr15	24761186	24766786	mapped
BL001021	chr15	24801600	24837300	High Signal Region	chr15	24801686	24837386	mapped
BL001022	chr15	24880900	24898600	Low Mappability	chr15	24880986	24898686	mapped
BL001023	chr15	25051400	25065200	Low Mappability	chr15	25051486	25065286	mapped
BL001024	chr15	26112700	26118900	High Signal Region	chr15	26112786	26118986	mapped
BL001025	chr15	26905000	26919300	Low Mappability	chr15	26905086	26919386	mapped
BL001026	chr15	27286100	27326800	High Signal Region	chr15	27286186	27326886	mapped
BL001027	chr15	27384100	27390300	Low Mappability	chr15	27384186	27390386	mapped
BL001028	chr15	27638200	27640500	High Signal Region	chr15	27638286	27640586	mapped
BL001029	chr15	28564400	28578800	High Signal Region	chr15	28564546	28578946	mapped
BL001030	chr15	29285200	29291500	Low Mappability	chr15	29285346	29291646	mapped
BL001031	chr15	29347600	29395600	High Signal Region	chr15	29347746	29395746	mapped
BL001032	chr15	29463900	29470200	High Signal Region	chr15	29464046	29470346	mapped
BL001033	chr15	29969800	30001400	High Signal Region	chr15	29969946	30001546	mapped
BL001034	chr15	30117700	30126200	High Signal Region	chr15	30117846	30126346	mapped
BL001035	chr15	30441400	30448200	Low Mappability	chr15	30441546	30448346	mapped
BL001036	chr15	30747900	30755000	High Signal Region	chr15	30748046	30755146	mapped
BL001037	chr15	30996700	31016300	High Signal Region	chr15	30996846	31016446	mapped
BL001038	chr15	31066700	31083700	High Signal Region	chr15	31066846	31083846	mapped
BL001039	chr15	32783900	32806700	High Signal Region	chr15	32784046	32806846	mapped
BL001040	chr15	32832800	32880300	High Signal Region	chr15	32832946	32880446	mapped
BL001041	chr15	33138700	33140800	Low Mappability	chr15	33138846	33140946	mapped
BL001042	chr15	33308700	33310800	Low Mappability	chr15	33308846	33310946	mapped
BL001043	chr15	33444200	33454100	High Signal Region	chr15	33444346	33454246	mapped
BL001044	chr15	33710200	33745700	High Signal Region	chr15	33710346	33745846	mapped
BL001045	chr15	33781400	33849400	High Signal Region	chr15	33781546	33849546	mapped
BL001046	chr15	33869800	33884700	High Signal Region	chr15	33869946	33884846	mapped
BL001047	chr15	34494500	34502100	Low Mappability	chr15	34494646	34502246	mapped
BL001048	chr15	34763100	34769400	High Signal Region	chr15	34763246	34769546	mapped
BL001049	chr15	34987600	34992800	High Signal Region	chr15	34987746	34992946	mapped
BL001050	chr15	35013200	35015400	High Signal Region	chr15	35013346	35015546	mapped
BL001051	chr15	35366800	35406000	High Signal Region	chr15	35366946	35406146	mapped
BL001052	chr15	36715200	36737400	High Signal Region	chr15	36715444	36737644	mapped
BL001053	chr15	36966700	36997400	Low Mappability	chr15	36966944	36997644	mapped
BL001054	chr15	37072900	37150800	Low Mappability	chr15	37073144	37151044	mapped
BL001055	chr15	38462300	38484300	Low Mappability	chr15	38462544	38484544	mapped
BL001056	chr15	39172900	39178300	Low Mappability	chr15	39036295	39041695	mapped
BL001057	chr15	39335600	39348800	Low Mappability	chr15	39198995	39212196	mapped
BL001058	chr15	39496100	39499100	High Signal Region	chr15	39359496	39362496	mapped
BL001059	chr15	39695600	39718600	Low Mappability	chr15	39558996	39581996	mapped
BL001060	chr15	40049600	40056000	High Signal Region	chr15	39912996	39919396	mapped
BL001061	chr15	40086800	40101400	High Signal Region	chr15	39950196	39964796	mapped
BL001062	chr15	41531400	41533200	High Signal Region	chr15	41394796	41396596	mapped
BL001063	chr15	41890400	41896900	Low Mappability	chr15	41753796	41760296	mapped
BL001064	chr15	42354900	42361100	High Signal Region	chr15	42218296	42224496	mapped
BL001065	chr15	42925300	42942800	High Signal Region	chr15	42788696	42806196	mapped
BL001066	chr15	43287300	43346300	High Signal Region	chr15	43150696	43209696	mapped
BL001067	chr15	44469100	44476400	High Signal Region	chr15	44332496	44339796	mapped
BL001068	chr15	44649000	44659600	Low Mappability	chr15	44512396	44522996	mapped
BL001069	chr15	44723200	44728200	Low Mappability	chr15	44586596	44591596	mapped
BL001070	chr15	44769700	44796100	High Signal Region	chr15	44633096	44659496	mapped
BL001071	chr15	45005100	45009300	High Signal Region	chr15	44868496	44872696	mapped
BL001072	chr15	45194600	45197100	High Signal Region	chr15	45057996	45060496	mapped
BL001073	chr15	45577500	45590900	High Signal Region	chr15	45440896	45454296	mapped
BL001074	chr15	45635600	45650500	High Signal Region	chr15	45498996	45513896	mapped
BL001075	chr15	45774400	45779700	High Signal Region	chr15	45637796	45643096	mapped
BL001076	chr15	45890700	45932500	High Signal Region	chr15	45754096	45795896	mapped
BL001077	chr15	46255700	46257800	Low Mappability	chr15	46119096	46121196	mapped
BL001078	chr15	46355600	46368400	High Signal Region	chr15	46218996	46231796	mapped
BL001079	chr15	46502200	46506800	Low Mappability	chr15	46365596	46370196	mapped
BL001080	chr15	46562500	46566200	Low Mappability	chr15	46425896	46429596	mapped
BL001081	chr15	47232800	47256000	High Signal Region	chr15	47096196	47119396	mapped
BL001082	chr15	47356500	47363700	Low Mappability	chr15	47219896	47227096	mapped
BL001083	chr15	47539000	47555300	High Signal Region	chr15	47402396	47418696	mapped
BL001084	chr15	48666900	48671000	High Signal Region	chr15	48530296	48534396	mapped
BL001085	chr15	49283300	49299700	High Signal Region	chr15	49146696	49163096	mapped
BL001086	chr15	49322600	49327300	Low Mappability	chr15	49185996	49190696	mapped
BL001087	chr15	50426100	50442800	High Signal Region	chr15	50289496	50306196	mapped
BL001088	chr15	50557700	50642600	High Signal Region	chr15	50421096	50505996	mapped
BL001089	chr15	51113200	51117800	High Signal Region	chr15	50976596	50981196	mapped
BL001090	chr15	51531900	51533900	Low Mappability	chr15	51395296	51397296	mapped
BL001091	chr15	52125800	52131200	High Signal Region	chr15	51989196	51994596	mapped
BL001092	chr15	52329800	52353100	High Signal Region	chr15	52193196	52216496	mapped
BL001093	chr15	53039200	53044200	Low Mappability	chr15	52902596	52907596	mapped
BL001094	chr15	53831000	53834900	High Signal Region	chr15	53694396	53698296	mapped
BL001095	chr15	53870700	53872700	High Signal Region	chr15	53734096	53736096	mapped
BL001096	chr15	53918300	53929500	High Signal Region	chr15	53781696	53792896	mapped
BL001097	chr15	54180700	54211500	Low Mappability	chr15	54044096	54074896	mapped
BL001098	chr15	56032900	56038200	High Signal Region	chr15	55896296	55901596	mapped
BL001099	chr15	56175800	56183100	Low Mappability	chr15	56039196	56046496	mapped
BL001100	chr15	56363800	56367900	High Signal Region	chr15	56227196	56231296	mapped
BL001101	chr15	56400500	56402200	High Signal Region	chr15	56263896	56265596	mapped
BL001102	chr15	56941600	56993500	High Signal Region	chr15	56804996	56856896	mapped
BL001103	chr15	57279500	57285000	High Signal Region	chr15	57142896	57148396	mapped
BL001104	chr15	57412200	57433600	High Signal Region	chr15	57275596	57296996	mapped
BL001105	chr15	57889500	57913700	Low Mappability	chr15	57752896	57777096	mapped
BL001106	chr15	58437200	58441100	High Signal Region	chr15	58309049	58312949	mapped
BL001107	chr15	59421400	59435400	Low Mappability	chr15	59293249	59307249	mapped
BL001108	chr15	59850100	59875200	Low Mappability	chr15	59721949	59747049	mapped
BL001109	chr15	60153100	60203900	High Signal Region	chr15	60024949	60075749	mapped
BL001110	chr15	60592000	60594300	Low Mappability	chr15	60463849	60466149	mapped
BL001111	chr15	60931800	60986500	High Signal Region	chr15	60803649	60858349	mapped
BL001112	chr15	61148600	61150700	High Signal Region	chr15	61020449	61022549	mapped
BL001113	chr15	61903100	61915500	High Signal Region	chr15	61774949	61787349	mapped
BL001114	chr15	62367600	62370100	High Signal Region	chr15	62239449	62241949	mapped
BL001115	chr15	62553200	62555200	High Signal Region	chr15	62425049	62427049	mapped
BL001116	chr15	62686500	62693700	High Signal Region	chr15	62558349	62565549	mapped
BL001117	chr15	63329400	63346600	Low Mappability	chr15	63201249	63218449	mapped
BL001118	chr15	63626000	63627900	High Signal Region	chr15	63497849	63499749	mapped
BL001119	chr15	63791700	63796000	High Signal Region	chr15	63663549	63667849	mapped
BL001120	chr15	63837600	63922800	High Signal Region	chr15	63709449	63794649	mapped
BL001121	chr15	64591700	64598200	Low Mappability	chr15	64463549	64470049	mapped
BL001122	chr15	64673500	64681900	High Signal Region	chr15	64545349	64553749	mapped
BL001123	chr15	65115600	65123500	Low Mappability	chr15	64987449	64995349	mapped
BL001124	chr15	65598500	65604500	High Signal Region	chr15	65470349	65476349	mapped
BL001125	chr15	65666600	65673800	High Signal Region	chr15	65538449	65545649	mapped
BL001126	chr15	65714400	65753500	High Signal Region	chr15	65586249	65625349	mapped
BL001127	chr15	66045100	66065700	High Signal Region	chr15	65916949	65937549	mapped
BL001128	chr15	66208300	66210200	High Signal Region	chr15	66080149	66082049	mapped
BL001129	chr15	68136300	68137800	Low Mappability	chr15	68008149	68009649	mapped
BL001130	chr15	68980000	68986500	High Signal Region	chr15	68851849	68858349	mapped
BL001131	chr15	69122300	69164500	High Signal Region	chr15	68994149	69036349	mapped
BL001132	chr15	69264900	69268800	High Signal Region	chr15	69136749	69140649	mapped
BL001133	chr15	69390300	69409400	High Signal Region	chr15	69262149	69281249	mapped
BL001134	chr15	69642000	69646000	High Signal Region	chr15	69513849	69517849	mapped
BL001135	chr15	70083000	70088800	High Signal Region	chr15	69954849	69960649	mapped
BL001136	chr15	70609300	70611100	High Signal Region	chr15	70481149	70482949	mapped
BL001137	chr15	70896600	70914000	High Signal Region	chr15	70768449	70785849	mapped
BL001138	chr15	71104600	71112200	High Signal Region	chr15	70976449	70984049	mapped
BL001139	chr15	71206600	71237500	Low Mappability	chr15	71078449	71109349	mapped
BL001140	chr15	73060200	73087900	Low Mappability	chr15	72932049	72959749	mapped
BL001141	chr15	73373200	73378200	Low Mappability	chr15	73245049	73250049	mapped
BL001142	chr15	73873000	73880400	Low Mappability	chr15	73744849	73752249	mapped
BL001143	chr15	74360700	74368000	Low Mappability	chr15	74232549	74239849	mapped
BL001144	chr15	74814300	74826700	Low Mappability	chr15	74686149	74698549	mapped
BL001145	chr15	74992000	75104600	High Signal Region	chr15	74863849	74976449	mapped
BL001146	chr15	75205600	75212800	Low Mappability	chr15	75077449	75084649	mapped
BL001147	chr15	75298000	75299500	High Signal Region	chr15	75169849	75171349	mapped
BL001148	chr15	75437000	75440500	High Signal Region	chr15	75308849	75312349	mapped
BL001149	chr15	75523600	75529700	High Signal Region	chr15	75395449	75401549	mapped
BL001150	chr15	76102000	76106500	High Signal Region	chr15	75973849	75990700	mapped
BL001151	chr15	76559900	76577900	Low Mappability	chr15	76444100	76462100	mapped
BL001152	chr15	76964600	76971400	Low Mappability	chr15	76848800	76855600	mapped
BL001153	chr15	77336200	77439100	High Signal Region	chr15	77220400	77323300	mapped
BL001154	chr15	77718300	77735600	Low Mappability	chr15	77602500	77619800	mapped
BL001155	chr15	77895000	77934800	Low Mappability	chr15	77779200	77819000	mapped
BL001156	chr15	79685000	79775700	Low Mappability	chr15	79569201	79659901	mapped
BL001157	chr15	79869700	79892600	Low Mappability	chr15	79753901	79776801	mapped
BL001158	chr15	79974400	79978400	Low Mappability	chr15	79858601	79862601	mapped
BL001159	chr15	80232400	80267100	High Signal Region	chr15	80116601	80151301	mapped
BL001160	chr15	81145400	81152000	Low Mappability	chr15	81029601	81036201	mapped
BL001161	chr15	81492300	81523600	High Signal Region	chr15	81376501	81407801	mapped
BL001162	chr15	82338000	82368000	Low Mappability	chr15	82222201	82252201	mapped
BL001163	chr15	82590700	82608900	Low Mappability	chr15	82474901	82493101	mapped
BL001164	chr15	82675500	82677200	High Signal Region	chr15	82559701	82561401	mapped
BL001165	chr15	83172100	83202200	Low Mappability	chr15	83056301	83086401	mapped
BL001166	chr15	84746600	84753000	Low Mappability	chr15	84630801	84637201	mapped
BL001167	chr15	85176800	85196600	Low Mappability	chr15	85061001	85080801	mapped
BL001168	chr15	85541200	85543100	High Signal Region	chr15	85425401	85427301	mapped
BL001169	chr15	86193800	86196100	High Signal Region	chr15	86078001	86080301	mapped
BL001170	chr15	86312100	86326400	Low Mappability	chr15	86196301	86210601	mapped
BL001171	chr15	87293900	87301200	Low Mappability	chr15	87178101	87185401	mapped
BL001172	chr15	87967000	87969000	High Signal Region	chr15	87851201	87853201	mapped
BL001173	chr15	88779400	88783900	Low Mappability	chr15	88663603	88668103	mapped
BL001174	chr15	88974800	88976800	High Signal Region	chr15	88859003	88861003	mapped
BL001175	chr15	89597900	89621300	High Signal Region	chr15	89482103	89505503	mapped
BL001176	chr15	89808500	89809700	High Signal Region	chr15	89692703	89693903	mapped
BL001177	chr15	89943000	89982000	Low Mappability	chr15	89827203	89866203	mapped
BL001178	chr15	90636400	90643600	Low Mappability	chr15	90520603	90527803	mapped
BL001179	chr15	91115900	91134800	Low Mappability	chr15	91000103	91019003	mapped
BL001180	chr15	91419400	91422200	High Signal Region	chr15	91303603	91306403	mapped
BL001181	chr15	91720600	91723200	Low Mappability	chr15	91604803	91607403	mapped
BL001182	chr15	91905900	91911200	High Signal Region	chr15	91790094	91809085	mapped
BL001183	chr15	92470100	92475100	Low Mappability	chr15	92367981	92372981	mapped
BL001184	chr15	92613700	92618300	Low Mappability	chr15	92511581	92516181	mapped
BL001185	chr15	92722600	92730100	Low Mappability	chr15	92620481	92627981	mapped
BL001186	chr15	92796100	92820000	Low Mappability	chr15	92693981	92717881	mapped
BL001187	chr15	93044100	93062000	High Signal Region	chr15	92941981	92959881	mapped
BL001188	chr15	93467800	93469500	Low Mappability	chr15	93365681	93367381	mapped
BL001189	chr15	93867100	93873600	High Signal Region	chr15	93764981	93771481	mapped
BL001190	chr15	94088400	94124100	High Signal Region	chr15	93986281	94021981	mapped
BL001191	chr15	94150500	94156800	High Signal Region	chr15	94048381	94054681	mapped
BL001192	chr15	94373000	94379600	High Signal Region	chr15	94270881	94277481	mapped
BL001193	chr15	95087600	95092100	High Signal Region	chr15	94985481	94989981	mapped
BL001194	chr15	95306000	95312300	High Signal Region	chr15	95203881	95210181	mapped
BL001195	chr15	95729500	95756400	High Signal Region	chr15	95627381	95654281	mapped
BL001196	chr15	96551700	96559500	Low Mappability	chr15	96449581	96457381	mapped
BL001197	chr15	96977900	96983600	Low Mappability	chr15	96875781	96881481	mapped
BL001198	chr15	97082100	97084300	High Signal Region	chr15	96979981	96982181	mapped
BL001199	chr15	97472900	97487400	Low Mappability	chr15	97370781	97385281	mapped
BL001200	chr15	99168800	99171900	High Signal Region	chr15	99066681	99069781	mapped
BL001201	chr15	99552100	99553900	Low Mappability	chr15	99449981	99451781	mapped
BL001202	chr15	100331500	100339800	Low Mappability	chr15	100229381	100237681	mapped
BL001203	chr15	100360000	100379700	Low Mappability	chr15	100257881	100277581	mapped
BL001204	chr15	100541700	100617400	Low Mappability	chr15	100439581	100515281	mapped
BL001205	chr15	101655700	101662100	High Signal Region	chr15	101564135	101570535	mapped
BL001206	chr15	102596800	102603200	High Signal Region	chr15	102505235	102511635	mapped
BL001207	chr15	103271900	103277100	High Signal Region	chr15	103180327	103185527	mapped
BL001208	chr15	103406700	103418500	High Signal Region	chr15	103315127	103326927	mapped
BL001209	chr15	103606700	103611400	High Signal Region	chr15	103515127	103519827	mapped
BL001210	chr15	103814500	104043600	High Signal Region				unmapped
BL001211	chr16	0	3427800	High Signal Region				unmapped
BL001212	chr16	3450300	3519700	Low Mappability	chr16	3268164	3337564	mapped
BL001213	chr16	4300400	4366800	Low Mappability	chr16	4118264	4184664	mapped
BL001214	chr16	4585000	4591300	High Signal Region	chr16	4402864	4409164	mapped
BL001215	chr16	5708200	5710200	High Signal Region	chr16	5526064	5528064	mapped
BL001216	chr16	7460800	7463600	High Signal Region	chr16	7278664	7281464	mapped
BL001217	chr16	7937100	7958400	Low Mappability	chr16	7754964	7776264	mapped
BL001218	chr16	8256700	8286200	High Signal Region	chr16	8074564	8104064	mapped
BL001219	chr16	9577100	9579600	Low Mappability	chr16	9394964	9397464	mapped
BL001220	chr16	10631200	10633200	Low Mappability	chr16	10449064	10451064	mapped
BL001221	chr16	10974100	11013900	High Signal Region	chr16	10791964	10831764	mapped
BL001222	chr16	11134600	11145200	High Signal Region	chr16	10952464	10963064	mapped
BL001223	chr16	11248000	11249900	Low Mappability	chr16	11065864	11067764	mapped
BL001224	chr16	11679900	11687500	Low Mappability	chr16	11497764	11505364	mapped
BL001225	chr16	12327300	12345900	Low Mappability	chr16	12145164	12163764	mapped
BL001226	chr16	12417900	12423400	High Signal Region	chr16	12235764	12241264	mapped
BL001227	chr16	12829200	12831000	High Signal Region	chr16	12647064	12648864	mapped
BL001228	chr16	12976200	12981700	Low Mappability	chr16	12794064	12799564	mapped
BL001229	chr16	13087700	13107000	Low Mappability	chr16	12905564	12924864	mapped
BL001230	chr16	13903200	13925900	Low Mappability	chr16	13721064	13743764	mapped
BL001231	chr16	14316200	14341200	Low Mappability	chr16	14134064	14159064	mapped
BL001232	chr16	15502700	15510100	Low Mappability	chr16	15320564	15327964	mapped
BL001233	chr16	15741400	15757700	Low Mappability	chr16	15559264	15575564	mapped
BL001234	chr16	17199900	17236000	High Signal Region	chr16	17017764	17053864	mapped
BL001235	chr16	17751400	17761300	High Signal Region	chr16	17569264	17579164	mapped
BL001236	chr16	17910400	17955500	High Signal Region	chr16	17728264	17773364	mapped
BL001237	chr16	18532200	18534200	High Signal Region	chr16	18350950	18352950	mapped
BL001238	chr16	18957500	18979200	High Signal Region	chr16	18776250	18797950	mapped
BL001239	chr16	19334200	19375100	High Signal Region	chr16	19152950	19193850	mapped
BL001240	chr16	19581200	19602400	Low Mappability	chr16	19399950	19421150	mapped
BL001241	chr16	19711900	19748700	High Signal Region	chr16	19530650	19567450	mapped
BL001242	chr16	19928600	19946300	Low Mappability	chr16	19747350	19765050	mapped
BL001243	chr16	22923300	22929100	High Signal Region	chr16	22742050	22747850	mapped
BL001244	chr16	26419300	26421200	High Signal Region	chr16	26238050	26239950	mapped
BL001245	chr16	26808500	26814800	High Signal Region	chr16	26627250	26633550	mapped
BL001246	chr16	27071900	27087600	High Signal Region	chr16	26890650	26906350	mapped
BL001247	chr16	27212200	27218300	High Signal Region	chr16	27030950	27037050	mapped
BL001248	chr16	28170600	28197500	High Signal Region	chr16	27989352	28016252	mapped
BL001249	chr16	30828600	30830500	High Signal Region	chr16	30647418	30649318	mapped
BL001250	chr16	31223800	31234300	Low Mappability	chr16	31042618	31053118	mapped
BL001251	chr16	31339100	31358900	High Signal Region	chr16	31157918	31177718	mapped
BL001252	chr16	31818700	31825200	Low Mappability	chr16	31637518	31644018	mapped
BL001253	chr16	32147700	32153500	Low Mappability	chr16	31966518	31972318	mapped
BL001254	chr16	32489700	32520100	Low Mappability	chr16	32308518	32338918	mapped
BL001255	chr16	32579100	32598800	Low Mappability	chr16	32397918	32417618	mapped
BL001256	chr16	33847200	33852600	Low Mappability	chr16	33667570	33672970	mapped
BL001257	chr16	34581100	34591200	Low Mappability	chr16	34401470	34411570	mapped
BL001258	chr16	34742000	34744000	High Signal Region	chr16	34562370	34564370	mapped
BL001259	chr16	35980600	35983300	High Signal Region	chr16	35800970	35803670	mapped
