gene_symbol	gene_id	definition	selection_source	chrom	tss	strand	transcript_id	transcript_name	transcript_support_level	tags	n_annotated_transcripts
Col5a3	ENSMUSG00000004098.8	ensembl_canonical	Ensembl_canonical	chr9	20726362	-	ENSMUST00000004201.8	Col5a3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col5a3	ENSMUSG00000004098.8	appris_principal	APPRIS_principal	chr9	20726362	-	ENSMUST00000004201.8	Col5a3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col5a3	ENSMUSG00000004098.8	legacy_most5_basic	legacy_most5_basic	chr9	20726362	-	ENSMUST00000004201.8	Col5a3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col6a1	ENSMUSG00000001119.8	ensembl_canonical	Ensembl_canonical	chr10	76562001	-	ENSMUST00000001147.5	Col6a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col6a1	ENSMUSG00000001119.8	appris_principal	APPRIS_principal	chr10	76562001	-	ENSMUST00000001147.5	Col6a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col6a1	ENSMUSG00000001119.8	legacy_most5_basic	legacy_most5_basic	chr10	76562001	-	ENSMUST00000001147.5	Col6a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col6a2	ENSMUSG00000020241.14	ensembl_canonical	Ensembl_canonical	chr10	76459463	-	ENSMUST00000001181.13	Col6a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col6a2	ENSMUSG00000020241.14	appris_principal	APPRIS_principal	chr10	76459463	-	ENSMUST00000001181.13	Col6a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col6a2	ENSMUSG00000020241.14	legacy_most5_basic	legacy_most5_basic	chr10	76459463	-	ENSMUST00000001181.13	Col6a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col6a3	ENSMUSG00000048126.17	ensembl_canonical	Ensembl_canonical	chr1	90771692	-	ENSMUST00000056925.16	Col6a3-201	5	basic;Ensembl_canonical	8
Col6a3	ENSMUSG00000048126.17	appris_principal	APPRIS_principal	chr1	90771673	-	ENSMUST00000097653.11	Col6a3-202	5	basic;appris_principal_1;CCDS	8
Col6a3	ENSMUSG00000048126.17	legacy_most5_basic	legacy_most5_basic	chr1	90771692	-	ENSMUST00000056925.16	Col6a3-201	5	basic;Ensembl_canonical	8
Col6a4	ENSMUSG00000032572.10	ensembl_canonical	Ensembl_canonical	chr9	105973981	-	ENSMUST00000121963.3	Col6a4-201	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	4
Col6a4	ENSMUSG00000032572.10	appris_principal	APPRIS_principal	chr9	105973981	-	ENSMUST00000121963.3	Col6a4-201	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	4
Col6a4	ENSMUSG00000032572.10	legacy_most5_basic	legacy_most5_basic	chr9	105973981	-	ENSMUST00000121963.3	Col6a4-201	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	4
Col6a5	ENSMUSG00000091345.10	ensembl_canonical	Ensembl_canonical	chr9	105837841	-	ENSMUST00000190193.8	Col6a5-203	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col6a5	ENSMUSG00000091345.10	appris_principal	APPRIS_principal	chr9	105837841	-	ENSMUST00000190193.8	Col6a5-203	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col6a5	ENSMUSG00000091345.10	legacy_most5_basic	legacy_most5_basic	chr9	105837841	-	ENSMUST00000190193.8	Col6a5-203	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col6a6	ENSMUSG00000043719.15	ensembl_canonical	Ensembl_canonical	chr9	105705358	-	ENSMUST00000098441.10	Col6a6-202	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_2;CCDS	3
Col6a6	ENSMUSG00000043719.15	appris_principal	APPRIS_principal	chr9	105705358	-	ENSMUST00000098441.10	Col6a6-202	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_2;CCDS	3
Col6a6	ENSMUSG00000043719.15	legacy_most5_basic	legacy_most5_basic	chr9	105705358	-	ENSMUST00000098441.10	Col6a6-202	5	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_2;CCDS	3
Col7a1	ENSMUSG00000025650.14	ensembl_canonical	Ensembl_canonical	chr9	108782653	+	ENSMUST00000112070.8	Col7a1-202	5	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Col7a1	ENSMUSG00000025650.14	appris_principal	APPRIS_principal	chr9	108782653	+	ENSMUST00000112070.8	Col7a1-202	5	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Col7a1	ENSMUSG00000025650.14	legacy_most5_basic	legacy_most5_basic	chr9	108782653	+	ENSMUST00000112070.8	Col7a1-202	5	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Col8a1	ENSMUSG00000068196.6	ensembl_canonical	Ensembl_canonical	chr16	57575099	-	ENSMUST00000089332.5	Col8a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col8a1	ENSMUSG00000068196.6	appris_principal	APPRIS_principal	chr16	57575099	-	ENSMUST00000089332.5	Col8a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col8a1	ENSMUSG00000068196.6	legacy_most5_basic	legacy_most5_basic	chr16	57575099	-	ENSMUST00000089332.5	Col8a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col8a2	ENSMUSG00000056174.9	ensembl_canonical	Ensembl_canonical	chr4	126180585	+	ENSMUST00000070132.7	Col8a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col8a2	ENSMUSG00000056174.9	appris_principal	APPRIS_principal	chr4	126180585	+	ENSMUST00000070132.7	Col8a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col8a2	ENSMUSG00000056174.9	legacy_most5_basic	legacy_most5_basic	chr4	126180585	+	ENSMUST00000070132.7	Col8a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Col9a1	ENSMUSG00000026147.17	ensembl_canonical	Ensembl_canonical	chr1	24216690	+	ENSMUST00000054588.15	Col9a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Col9a1	ENSMUSG00000026147.17	appris_principal	APPRIS_principal	chr1	24216690	+	ENSMUST00000054588.15	Col9a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Col9a1	ENSMUSG00000026147.17	legacy_most5_basic	legacy_most5_basic	chr1	24216690	+	ENSMUST00000054588.15	Col9a1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Col9a2	ENSMUSG00000028626.6	ensembl_canonical	Ensembl_canonical	chr4	120896581	+	ENSMUST00000030372.6	Col9a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col9a2	ENSMUSG00000028626.6	appris_principal	APPRIS_principal	chr4	120896581	+	ENSMUST00000030372.6	Col9a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col9a2	ENSMUSG00000028626.6	legacy_most5_basic	legacy_most5_basic	chr4	120896581	+	ENSMUST00000030372.6	Col9a2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Col9a3	ENSMUSG00000027570.16	ensembl_canonical	Ensembl_canonical	chr2	180239582	+	ENSMUST00000132527.9	Col9a3-203	5	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Col9a3	ENSMUSG00000027570.16	appris_principal	APPRIS_principal	chr2	180239582	+	ENSMUST00000132527.9	Col9a3-203	5	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Col9a3	ENSMUSG00000027570.16	legacy_most5_basic	legacy_most5_basic	chr2	180239582	+	ENSMUST00000132527.9	Col9a3-203	5	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Colec10	ENSMUSG00000038591.4	ensembl_canonical	Ensembl_canonical	chr15	54274169	+	ENSMUST00000036737.4	Colec10-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Colec10	ENSMUSG00000038591.4	appris_principal	APPRIS_principal	chr15	54274169	+	ENSMUST00000036737.4	Colec10-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Colec10	ENSMUSG00000038591.4	legacy_most5_basic	legacy_most5_basic	chr15	54274169	+	ENSMUST00000036737.4	Colec10-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Colec11	ENSMUSG00000036655.9	ensembl_canonical	Ensembl_canonical	chr12	28673258	-	ENSMUST00000220836.2	Colec11-203	1	basic;Ensembl_canonical;appris_alternative_1	3
Colec11	ENSMUSG00000036655.9	appris_principal	APPRIS_principal	chr12	28673328	-	ENSMUST00000036136.9	Colec11-201	1	basic;appris_principal_4;CCDS	3
Colec11	ENSMUSG00000036655.9	legacy_most5_basic	legacy_most5_basic	chr12	28673328	-	ENSMUST00000036136.9	Colec11-201	1	basic;appris_principal_4;CCDS	3
Colec12	ENSMUSG00000036103.10	ensembl_canonical	Ensembl_canonical	chr18	9707594	+	ENSMUST00000234965.2	Colec12-204	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Colec12	ENSMUSG00000036103.10	appris_principal	APPRIS_principal	chr18	9707594	+	ENSMUST00000234965.2	Colec12-204	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Colec12	ENSMUSG00000036103.10	legacy_most5_basic	legacy_most5_basic	chr18	9707594	+	ENSMUST00000234965.2	Colec12-204	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Colgalt1	ENSMUSG00000034807.10	ensembl_canonical	Ensembl_canonical	chr8	72063641	+	ENSMUST00000047903.10	Colgalt1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Colgalt1	ENSMUSG00000034807.10	appris_principal	APPRIS_principal	chr8	72063641	+	ENSMUST00000047903.10	Colgalt1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Colgalt1	ENSMUSG00000034807.10	legacy_most5_basic	legacy_most5_basic	chr8	72063641	+	ENSMUST00000047903.10	Colgalt1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Colgalt2	ENSMUSG00000032649.15	ensembl_canonical	Ensembl_canonical	chr1	152275580	+	ENSMUST00000044311.9	Colgalt2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Colgalt2	ENSMUSG00000032649.15	appris_principal	APPRIS_principal	chr1	152275580	+	ENSMUST00000044311.9	Colgalt2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Colgalt2	ENSMUSG00000032649.15	legacy_most5_basic	legacy_most5_basic	chr1	152275580	+	ENSMUST00000044311.9	Colgalt2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Colq	ENSMUSG00000057606.15	ensembl_canonical	Ensembl_canonical	chr14	31299339	-	ENSMUST00000112027.9	Colq-201	1	basic;Ensembl_canonical;appris_principal_2;CCDS	5
Colq	ENSMUSG00000057606.15	appris_principal	APPRIS_principal	chr14	31299339	-	ENSMUST00000112027.9	Colq-201	1	basic;Ensembl_canonical;appris_principal_2;CCDS	5
Colq	ENSMUSG00000057606.15	legacy_most5_basic	legacy_most5_basic	chr14	31299339	-	ENSMUST00000112027.9	Colq-201	1	basic;Ensembl_canonical;appris_principal_2;CCDS	5
Commd1	ENSMUSG00000051355.19	ensembl_canonical	Ensembl_canonical	chr11	22928995	-	ENSMUST00000057843.12	Commd1-201	1	basic;Ensembl_canonical	6
Commd1	ENSMUSG00000051355.19	appris_principal	APPRIS_principal	chr11	22932381	-	ENSMUST00000159081.8	Commd1-204	1	basic;appris_principal_1;CCDS	6
Commd1	ENSMUSG00000051355.19	legacy_most5_basic	legacy_most5_basic	chr11	22932381	-	ENSMUST00000159081.8	Commd1-204	1	basic;appris_principal_1;CCDS	6
Commd10	ENSMUSG00000042705.10	ensembl_canonical	Ensembl_canonical	chr18	47091882	+	ENSMUST00000049388.9	Commd10-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	11
Commd10	ENSMUSG00000042705.10	appris_principal	APPRIS_principal	chr18	47091882	+	ENSMUST00000049388.9	Commd10-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	11
Commd10	ENSMUSG00000042705.10	legacy_most5_basic	legacy_most5_basic	chr18	47091882	+	ENSMUST00000049388.9	Commd10-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	11
Commd1b	ENSMUSG00000098650.2	ensembl_canonical	Ensembl_canonical	chr11	22932089	-	ENSMUST00000160826.2	Commd1b-201	5	mRNA_start_NF;cds_start_NF;basic;Ensembl_canonical;appris_principal_1;readthrough_transcript	1
Commd1b	ENSMUSG00000098650.2	appris_principal	APPRIS_principal	chr11	22932089	-	ENSMUST00000160826.2	Commd1b-201	5	mRNA_start_NF;cds_start_NF;basic;Ensembl_canonical;appris_principal_1;readthrough_transcript	1
Commd1b	ENSMUSG00000098650.2	legacy_most5_basic	legacy_most5_basic	chr11	22932089	-	ENSMUST00000160826.2	Commd1b-201	5	mRNA_start_NF;cds_start_NF;basic;Ensembl_canonical;appris_principal_1;readthrough_transcript	1
Commd2	ENSMUSG00000036513.16	ensembl_canonical	Ensembl_canonical	chr3	57559135	-	ENSMUST00000160959.8	Commd2-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd2	ENSMUSG00000036513.16	appris_principal	APPRIS_principal	chr3	57559135	-	ENSMUST00000160959.8	Commd2-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd2	ENSMUSG00000036513.16	legacy_most5_basic	legacy_most5_basic	chr3	57559135	-	ENSMUST00000160959.8	Commd2-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd3	ENSMUSG00000051154.13	ensembl_canonical	Ensembl_canonical	chr2	18677233	+	ENSMUST00000061158.5	Commd3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	11
Commd3	ENSMUSG00000051154.13	appris_principal	APPRIS_principal	chr2	18677233	+	ENSMUST00000061158.5	Commd3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	11
Commd3	ENSMUSG00000051154.13	legacy_most5_basic	legacy_most5_basic	chr2	18677233	+	ENSMUST00000061158.5	Commd3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	11
Commd4	ENSMUSG00000032299.11	ensembl_canonical	Ensembl_canonical	chr9	57065614	-	ENSMUST00000065358.9	Commd4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	13
Commd4	ENSMUSG00000032299.11	appris_principal	APPRIS_principal	chr9	57065614	-	ENSMUST00000065358.9	Commd4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	13
Commd4	ENSMUSG00000032299.11	legacy_most5_basic	legacy_most5_basic	chr9	57065614	-	ENSMUST00000065358.9	Commd4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	13
Commd5	ENSMUSG00000055041.9	ensembl_canonical	Ensembl_canonical	chr15	76784109	+	ENSMUST00000068407.6	Commd5-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd5	ENSMUSG00000055041.9	appris_principal	APPRIS_principal	chr15	76784109	+	ENSMUST00000068407.6	Commd5-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd5	ENSMUSG00000055041.9	legacy_most5_basic	legacy_most5_basic	chr15	76784109	+	ENSMUST00000068407.6	Commd5-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd6	ENSMUSG00000075486.11	ensembl_canonical	Ensembl_canonical	chr14	101878121	-	ENSMUST00000100339.9	Commd6-201	1	basic;Ensembl_canonical;appris_principal_2;CCDS	4
Commd6	ENSMUSG00000075486.11	appris_principal	APPRIS_principal	chr14	101878121	-	ENSMUST00000100339.9	Commd6-201	1	basic;Ensembl_canonical;appris_principal_2;CCDS	4
Commd6	ENSMUSG00000075486.11	legacy_most5_basic	legacy_most5_basic	chr14	101878121	-	ENSMUST00000100339.9	Commd6-201	1	basic;Ensembl_canonical;appris_principal_2;CCDS	4
Commd7	ENSMUSG00000056941.18	ensembl_canonical	Ensembl_canonical	chr2	153474700	-	ENSMUST00000071852.10	Commd7-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd7	ENSMUSG00000056941.18	appris_principal	APPRIS_principal	chr2	153474700	-	ENSMUST00000071852.10	Commd7-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd7	ENSMUSG00000056941.18	legacy_most5_basic	legacy_most5_basic	chr2	153474700	-	ENSMUST00000071852.10	Commd7-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Commd8	ENSMUSG00000029213.12	ensembl_canonical	Ensembl_canonical	chr5	72325531	-	ENSMUST00000013693.11	Commd8-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Commd8	ENSMUSG00000029213.12	appris_principal	APPRIS_principal	chr5	72325531	-	ENSMUST00000013693.11	Commd8-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Commd8	ENSMUSG00000029213.12	legacy_most5_basic	legacy_most5_basic	chr5	72325531	-	ENSMUST00000013693.11	Commd8-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Commd9	ENSMUSG00000027163.14	ensembl_canonical	Ensembl_canonical	chr2	101716597	+	ENSMUST00000028584.8	Commd9-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Commd9	ENSMUSG00000027163.14	appris_principal	APPRIS_principal	chr2	101716597	+	ENSMUST00000028584.8	Commd9-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Commd9	ENSMUSG00000027163.14	legacy_most5_basic	legacy_most5_basic	chr2	101716597	+	ENSMUST00000028584.8	Commd9-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Comp	ENSMUSG00000031849.10	ensembl_canonical	Ensembl_canonical	chr8	70826207	+	ENSMUST00000003659.9	Comp-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Comp	ENSMUSG00000031849.10	appris_principal	APPRIS_principal	chr8	70826207	+	ENSMUST00000003659.9	Comp-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Comp	ENSMUSG00000031849.10	legacy_most5_basic	legacy_most5_basic	chr8	70826207	+	ENSMUST00000003659.9	Comp-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Comt	ENSMUSG00000000326.14	ensembl_canonical	Ensembl_canonical	chr16	18232243	-	ENSMUST00000165430.8	Comt-204	5	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Comt	ENSMUSG00000000326.14	appris_principal	APPRIS_principal	chr16	18232243	-	ENSMUST00000165430.8	Comt-204	5	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Comt	ENSMUSG00000000326.14	legacy_most5_basic	legacy_most5_basic	chr16	18245601	-	ENSMUST00000115609.10	Comt-202	1	basic;appris_principal_1;CCDS	4
Comtd1	ENSMUSG00000021773.12	ensembl_canonical	Ensembl_canonical	chr14	21899044	-	ENSMUST00000124549.9	Comtd1-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Comtd1	ENSMUSG00000021773.12	appris_principal	APPRIS_principal	chr14	21899044	-	ENSMUST00000124549.9	Comtd1-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Comtd1	ENSMUSG00000021773.12	legacy_most5_basic	legacy_most5_basic	chr14	21899044	-	ENSMUST00000124549.9	Comtd1-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Cop1	ENSMUSG00000040782.13	ensembl_canonical	Ensembl_canonical	chr1	159059895	+	ENSMUST00000076894.11	Cop1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	13
Cop1	ENSMUSG00000040782.13	appris_principal	APPRIS_principal	chr1	159059895	+	ENSMUST00000076894.11	Cop1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	13
Cop1	ENSMUSG00000040782.13	legacy_most5_basic	legacy_most5_basic	chr1	159059895	+	ENSMUST00000076894.11	Cop1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	13
Copa	ENSMUSG00000026553.18	ensembl_canonical	Ensembl_canonical	chr1	171910398	+	ENSMUST00000027833.12	Copa-201	5	basic;Ensembl_canonical	10
Copa	ENSMUSG00000026553.18	appris_principal	APPRIS_principal	chr1	171910095	+	ENSMUST00000135192.8	Copa-206	1	basic;appris_principal_1;CCDS	10
Copa	ENSMUSG00000026553.18	legacy_most5_basic	legacy_most5_basic	chr1	171910095	+	ENSMUST00000135192.8	Copa-206	1	basic;appris_principal_1;CCDS	10
Copb1	ENSMUSG00000030754.10	ensembl_canonical	Ensembl_canonical	chr7	113853945	-	ENSMUST00000033012.9	Copb1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Copb1	ENSMUSG00000030754.10	appris_principal	APPRIS_principal	chr7	113853945	-	ENSMUST00000033012.9	Copb1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Copb1	ENSMUSG00000030754.10	legacy_most5_basic	legacy_most5_basic	chr7	113853945	-	ENSMUST00000033012.9	Copb1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Copb2	ENSMUSG00000032458.7	ensembl_canonical	Ensembl_canonical	chr9	98445783	+	ENSMUST00000035033.7	Copb2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Copb2	ENSMUSG00000032458.7	appris_principal	APPRIS_principal	chr9	98445783	+	ENSMUST00000035033.7	Copb2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Copb2	ENSMUSG00000032458.7	legacy_most5_basic	legacy_most5_basic	chr9	98445783	+	ENSMUST00000035033.7	Copb2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Cope	ENSMUSG00000055681.15	ensembl_canonical	Ensembl_canonical	chr8	70755167	+	ENSMUST00000066469.14	Cope-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Cope	ENSMUSG00000055681.15	appris_principal	APPRIS_principal	chr8	70755167	+	ENSMUST00000066469.14	Cope-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Cope	ENSMUSG00000055681.15	legacy_most5_basic	legacy_most5_basic	chr8	70755167	+	ENSMUST00000066469.14	Cope-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Copg1	ENSMUSG00000030058.18	ensembl_canonical	Ensembl_canonical	chr6	87864795	+	ENSMUST00000113607.10	Copg1-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	10
Copg1	ENSMUSG00000030058.18	appris_principal	APPRIS_principal	chr6	87864795	+	ENSMUST00000113607.10	Copg1-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	10
Copg1	ENSMUSG00000030058.18	legacy_most5_basic	legacy_most5_basic	chr6	87864795	+	ENSMUST00000113607.10	Copg1-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	10
Copg2	ENSMUSG00000025607.16	ensembl_canonical	Ensembl_canonical	chr6	30873673	-	ENSMUST00000048774.13	Copg2-201	1	basic;Ensembl_canonical;appris_principal_4;CCDS	8
Copg2	ENSMUSG00000025607.16	appris_principal	APPRIS_principal	chr6	30873673	-	ENSMUST00000048774.13	Copg2-201	1	basic;Ensembl_canonical;appris_principal_4;CCDS	8
Copg2	ENSMUSG00000025607.16	legacy_most5_basic	legacy_most5_basic	chr6	30873673	-	ENSMUST00000048774.13	Copg2-201	1	basic;Ensembl_canonical;appris_principal_4;CCDS	8
Coprs	ENSMUSG00000031458.9	ensembl_canonical	Ensembl_canonical	chr8	13940267	-	ENSMUST00000033839.9	Coprs-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Coprs	ENSMUSG00000031458.9	appris_principal	APPRIS_principal	chr8	13940267	-	ENSMUST00000033839.9	Coprs-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Coprs	ENSMUSG00000031458.9	legacy_most5_basic	legacy_most5_basic	chr8	13940267	-	ENSMUST00000033839.9	Coprs-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Cops2	ENSMUSG00000027206.14	ensembl_canonical	Ensembl_canonical	chr2	125701058	-	ENSMUST00000110463.8	Cops2-203	1	basic;Ensembl_canonical;appris_alternative_1;CCDS	5
Cops2	ENSMUSG00000027206.14	appris_principal	APPRIS_principal	chr2	125701058	-	ENSMUST00000028635.6	Cops2-201	1	basic;appris_principal_4;CCDS	5
Cops2	ENSMUSG00000027206.14	legacy_most5_basic	legacy_most5_basic	chr2	125701058	-	ENSMUST00000110463.8	Cops2-203	1	basic;Ensembl_canonical;appris_alternative_1;CCDS	5
Cops3	ENSMUSG00000019373.12	ensembl_canonical	Ensembl_canonical	chr11	59730663	-	ENSMUST00000019517.10	Cops3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Cops3	ENSMUSG00000019373.12	appris_principal	APPRIS_principal	chr11	59730663	-	ENSMUST00000019517.10	Cops3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Cops3	ENSMUSG00000019373.12	legacy_most5_basic	legacy_most5_basic	chr11	59730663	-	ENSMUST00000019517.10	Cops3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Cops4	ENSMUSG00000035297.15	ensembl_canonical	Ensembl_canonical	chr5	100666174	+	ENSMUST00000045993.15	Cops4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Cops4	ENSMUSG00000035297.15	appris_principal	APPRIS_principal	chr5	100666174	+	ENSMUST00000045993.15	Cops4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Cops4	ENSMUSG00000035297.15	legacy_most5_basic	legacy_most5_basic	chr5	100666174	+	ENSMUST00000045993.15	Cops4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Cops5	ENSMUSG00000025917.10	ensembl_canonical	Ensembl_canonical	chr1	10108351	-	ENSMUST00000027050.10	Cops5-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Cops5	ENSMUSG00000025917.10	appris_principal	APPRIS_principal	chr1	10108351	-	ENSMUST00000027050.10	Cops5-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Cops5	ENSMUSG00000025917.10	legacy_most5_basic	legacy_most5_basic	chr1	10108351	-	ENSMUST00000027050.10	Cops5-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Cops6	ENSMUSG00000019494.15	ensembl_canonical	Ensembl_canonical	chr5	138159332	+	ENSMUST00000019638.15	Cops6-201	1	basic;Ensembl_canonical;CCDS	5
Cops6	ENSMUSG00000019494.15	appris_principal	APPRIS_principal	chr5	138159361	+	ENSMUST00000110951.8	Cops6-202	1	basic;appris_principal_1	5
Cops6	ENSMUSG00000019494.15	legacy_most5_basic	legacy_most5_basic	chr5	138159332	+	ENSMUST00000019638.15	Cops6-201	1	basic;Ensembl_canonical;CCDS	5
Cops7a	ENSMUSG00000030127.16	ensembl_canonical	Ensembl_canonical	chr6	124942500	-	ENSMUST00000112439.9	Cops7a-202	1	basic;Ensembl_canonical;CCDS	7
Cops7a	ENSMUSG00000030127.16	appris_principal	APPRIS_principal	chr6	124942410	-	ENSMUST00000032220.15	Cops7a-201	1	basic;appris_principal_1;CCDS	7
Cops7a	ENSMUSG00000030127.16	legacy_most5_basic	legacy_most5_basic	chr6	124942500	-	ENSMUST00000112439.9	Cops7a-202	1	basic;Ensembl_canonical;CCDS	7
Cops7b	ENSMUSG00000026240.13	ensembl_canonical	Ensembl_canonical	chr1	86510625	+	ENSMUST00000121534.8	Cops7b-202	5	basic;Ensembl_canonical;appris_principal_1;CCDS	6
