mouse_symbol	human_symbol	gene_id	transcript_id	tss	strand	cas	represented_systems	context	promoter_midpoint_accessible	promoter_any_peak_overlap	protospacers_total_passing	protospacers_fully_in_peak	protospacers_any_peak_overlap	targetable
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	False	9	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	False	9	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	False	9	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	False	False	9	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	False	29	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	False	29	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	False	29	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	False	False	29	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	False	33	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	False	33	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	False	33	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	False	False	33	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	False	24	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	False	24	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	False	24	0	0	False
Bdnf	BDNF	ENSG00000176697.14	ENST00000525950.1	27742325	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	False	False	24	0	0	False
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	True	True	1	1	1	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	True	True	1	1	1	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	True	True	1	1	1	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	1	1	1	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	True	True	3	3	3	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	True	True	3	3	3	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	True	True	3	2	2	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	3	2	2	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	True	True	44	43	43	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	True	True	44	43	43	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	True	True	44	35	39	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	44	32	38	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	True	True	33	29	29	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	True	True	33	29	29	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	True	True	33	22	24	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	33	22	23	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	True	True	44	38	38	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	True	True	44	38	38	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	True	True	44	29	32	True
Becn1	BECN1	ENSG00000126581.8	ENST00000361523.4	40976280	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	44	28	31	True
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	False	10	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	False	10	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	False	10	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	False	False	10	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	False	6	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	False	6	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	False	6	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	False	False	6	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	False	10	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	False	10	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	False	10	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	False	False	10	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	False	18	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	False	18	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	False	18	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	False	False	18	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	False	5	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	False	5	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	False	5	0	0	False
Cd36	CD36	ENSG00000135218.13	ENST00000435819.1	79998890	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	False	False	5	0	0	False
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	True	1	1	1	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	True	1	0	1	False
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	True	1	0	1	False
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	False	True	1	1	1	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	True	7	3	3	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	True	7	2	3	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	True	7	2	2	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	False	True	7	2	3	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	True	59	22	27	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	True	59	14	22	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	True	59	14	18	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	False	True	59	17	23	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	True	36	17	21	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	True	36	12	17	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	True	36	11	17	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	False	True	36	14	19	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	True	41	15	16	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	True	41	10	15	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	True	41	8	15	True
Csf1	CSF1	ENSG00000184371.9	ENST00000329608.6	110453254	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	False	True	41	13	15	True
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	False	3	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	False	3	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	True	3	2	2	True
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	3	2	2	True
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	False	3	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	False	3	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	True	3	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	3	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	False	55	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	False	55	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	True	55	19	30	True
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	55	26	31	True
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	False	38	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	False	38	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	True	38	18	21	True
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	38	18	24	True
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	False	43	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	False	43	0	0	False
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	True	43	18	19	True
Csf1r	CSF1R	ENSG00000182578.9	ENST00000286301.3	149492934	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	43	18	22	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	True	0	0	0	False
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	True	True	0	0	0	False
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	True	True	0	0	0	False
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	0	0	0	False
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	True	5	0	0	False
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	True	True	5	4	5	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	True	True	5	5	5	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	5	5	5	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	True	38	0	0	False
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	True	True	38	33	38	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	True	True	38	38	38	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	38	38	38	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	True	21	0	0	False
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	True	True	21	15	21	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	True	True	21	21	21	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	21	21	21	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	True	39	0	0	False
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	True	True	39	30	39	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	True	True	39	39	39	True
Ctsb	CTSB	ENSG00000164733.16	ENST00000353047.6	11725737	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	39	39	39	True
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	True	3	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	False	3	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	False	3	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	False	True	3	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	True	3	1	1	True
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	False	3	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	False	3	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	False	True	3	1	1	True
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	True	25	15	15	True
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	False	25	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	False	25	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	False	True	25	15	15	True
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	True	13	5	5	True
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	False	13	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	False	13	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	False	True	13	5	5	True
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	True	15	6	6	True
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	False	15	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	False	15	0	0	False
Ctsd	CTSD	ENSG00000117984.8	ENST00000236671.2	1785221	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	False	True	15	6	6	True
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	False	0	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	False	0	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	False	0	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	False	False	0	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	False	14	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	False	14	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	False	14	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	False	False	14	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	False	67	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	False	67	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	False	67	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	False	False	67	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	False	46	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	False	46	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	False	46	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	False	False	46	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	False	57	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	False	57	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	False	57	0	0	False
Cx3cr1	CX3CR1	ENSG00000168329.9	ENST00000541347.1	39322763	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	False	False	57	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	False	1	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	False	1	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	False	1	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	1	1	1	True
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	False	0	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	False	0	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	False	0	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	0	0	0	False
